customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,CustomerLifetimeValue,ServiceCount,IsFamilyCustomer,IsDigitalCustomer,ContractRiskScore,TenureBucket,cluster,segment
C1002083,Female,0,Yes,No,33,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.69,2008.34,No,60.86,2035.77,2,1,1,3,25-48m,1,High-Risk Customers
C1002084,Male,0,Yes,No,28,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,66.12,1822.52,No,65.09,1851.36,3,1,0,2,25-48m,2,Budget Customers
C1002085,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.53,606.63,No,86.66,619.71,5,1,1,3,7-24m,1,High-Risk Customers
C1002086,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.23,4896.63,No,77.72,4865.49,3,0,1,3,49m+,4,Loyal Premium Customers
C1002087,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,67.2,613.62,No,68.18,604.8,3,1,1,1,7-24m,2,Budget Customers
C1002088,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.06,1493.9,Yes,78.63,1426.14,4,0,1,3,7-24m,1,High-Risk Customers
C1002089,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.83,426.98,Yes,23.72,428.94,1,1,1,3,7-24m,0,Budget Customers
C1002090,Female,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.0,315.29,No,19.71,304.0,0,1,1,2,7-24m,0,Budget Customers
C1002091,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,650.66,No,18.07,648.0,1,1,0,3,25-48m,0,Budget Customers
C1002092,Female,0,No,Yes,70,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.83,4126.48,No,58.95,4118.1,3,1,1,3,49m+,4,Loyal Premium Customers
C1002093,Male,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.1,1911.57,Yes,83.11,1934.3,4,0,1,3,7-24m,1,High-Risk Customers
C1002094,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,956.67,Yes,18.05,954.0,1,1,1,3,49m+,0,Budget Customers
C1002095,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.75,3451.0,No,65.11,3484.75,4,1,0,1,49m+,3,Budget Customers
C1002096,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.18,3375.3,Yes,61.37,3364.9,3,1,1,3,49m+,4,Loyal Premium Customers
C1002097,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.93,2980.16,No,66.23,2966.85,5,0,0,3,25-48m,4,Loyal Premium Customers
C1002098,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,87.01,4692.57,No,86.9,4698.54,5,0,0,2,49m+,3,Budget Customers
C1002099,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,970.24,No,17.64,990.0,2,1,0,1,49m+,0,Budget Customers
C1002100,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),76.25,3713.76,Yes,75.79,3736.25,2,1,0,2,49m+,3,Budget Customers
C1002101,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.5,2711.73,No,67.79,2740.0,1,1,1,1,25-48m,3,Budget Customers
C1002102,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.92,451.71,No,75.28,473.52,4,0,0,3,0-6m,1,High-Risk Customers
C1002103,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,740.96,Yes,20.03,666.0,1,1,1,3,25-48m,0,Budget Customers
C1002104,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.46,2618.93,No,47.62,2610.3,1,0,1,3,49m+,0,Budget Customers
C1002105,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,71.52,1709.07,No,71.21,1716.48,2,1,1,2,7-24m,2,Budget Customers
C1002106,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.19,521.62,No,28.98,543.42,2,1,0,3,7-24m,0,Budget Customers
C1002107,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.95,1025.36,No,23.85,1029.85,1,1,0,2,25-48m,0,Budget Customers
C1002108,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,64.86,601.4,No,66.82,583.74,1,0,0,2,7-24m,2,Budget Customers
C1002109,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),57.44,3002.84,No,57.75,2986.88,2,1,0,2,49m+,3,Budget Customers
C1002110,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.26,1396.41,No,19.67,1367.46,2,1,1,1,49m+,0,Budget Customers
C1002111,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.72,755.58,No,21.59,725.2,2,1,0,3,25-48m,0,Budget Customers
C1002112,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.49,116.4,Yes,58.2,116.98,3,0,1,3,0-6m,1,High-Risk Customers
C1002113,Female,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),62.57,1167.82,No,61.46,1188.83,3,1,0,1,7-24m,2,Budget Customers
C1002114,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.37,113.56,Yes,56.78,120.74,3,0,1,3,0-6m,1,High-Risk Customers
C1002115,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,80.53,2681.08,No,81.24,2657.49,3,0,0,1,25-48m,2,Budget Customers
C1002116,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.22,1217.19,Yes,55.33,1236.84,4,1,1,3,7-24m,1,High-Risk Customers
C1002117,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.19,3433.76,No,61.32,3370.64,4,1,0,3,49m+,4,Loyal Premium Customers
C1002118,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.21,1395.21,No,22.87,1415.81,2,1,1,1,49m+,0,Budget Customers
C1002119,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,58.66,1833.68,No,59.15,1818.46,3,1,1,2,25-48m,2,Budget Customers
C1002120,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.9,1350.68,No,19.02,1341.9,2,1,1,3,49m+,0,Budget Customers
C1002121,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,74.24,2399.6,No,74.99,2375.68,4,0,0,2,25-48m,2,Budget Customers
C1002122,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.58,615.03,No,76.88,676.64,2,1,0,3,7-24m,1,High-Risk Customers
C1002123,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.31,1303.01,No,19.74,1274.46,1,1,0,1,49m+,0,Budget Customers
C1002124,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,56.62,1574.39,No,56.23,1585.36,3,0,0,2,25-48m,2,Budget Customers
C1002125,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.9,4960.11,No,77.5,4985.6,5,1,0,3,49m+,4,Loyal Premium Customers
C1002126,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,87.32,4657.0,No,87.87,4627.96,4,0,0,3,49m+,4,Loyal Premium Customers
C1002127,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.72,5230.56,No,76.92,5284.96,2,0,0,3,49m+,4,Loyal Premium Customers
C1002128,Male,1,Yes,No,47,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,74.39,3553.92,Yes,75.62,3496.33,1,1,1,2,25-48m,3,Budget Customers
C1002129,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.88,990.07,No,23.02,983.84,2,0,1,1,25-48m,0,Budget Customers
C1002130,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,301.58,No,17.74,306.0,1,0,0,2,7-24m,0,Budget Customers
C1002131,Female,0,No,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),50.97,981.47,No,49.07,1019.4,4,1,1,2,7-24m,2,Budget Customers
C1002132,Female,0,No,No,24,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.82,1571.64,No,65.48,1579.68,4,0,1,3,7-24m,1,High-Risk Customers
C1002133,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.78,1438.33,Yes,65.38,1403.16,1,0,1,3,7-24m,1,High-Risk Customers
C1002134,Male,1,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.79,1159.8,No,26.97,1151.97,0,1,0,1,25-48m,0,Budget Customers
C1002135,Female,0,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,59.18,3745.19,No,59.45,3728.34,3,1,0,3,49m+,4,Loyal Premium Customers
C1002136,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,86.58,203.46,No,101.73,173.16,3,1,0,1,0-6m,2,Budget Customers
C1002137,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,73.53,3283.32,No,72.96,3308.85,6,0,0,1,25-48m,3,Budget Customers
C1002138,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.27,1121.2,No,20.39,1169.85,1,0,0,3,49m+,0,Budget Customers
C1002139,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),49.69,1560.06,No,48.75,1590.08,1,1,0,1,25-48m,0,Budget Customers
C1002140,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.74,1473.92,Yes,73.7,1474.8,2,1,1,3,7-24m,1,High-Risk Customers
C1002141,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,55.97,1727.92,No,55.74,1735.07,4,1,1,1,25-48m,2,Budget Customers
C1002142,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.82,4721.57,No,78.69,4729.2,3,1,0,3,49m+,4,Loyal Premium Customers
C1002143,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,71.83,4756.21,No,72.06,4740.78,1,1,1,1,49m+,3,Budget Customers
C1002144,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.96,4248.14,No,86.7,4261.04,4,1,0,3,49m+,4,Loyal Premium Customers
C1002145,Male,1,No,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.73,2163.72,No,61.82,2195.55,5,0,1,3,25-48m,1,High-Risk Customers
C1002146,Male,0,Yes,No,47,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,60.12,2796.08,No,59.49,2825.64,1,1,0,2,25-48m,3,Budget Customers
C1002147,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,51.68,2550.74,No,52.06,2532.32,2,0,0,1,49m+,3,Budget Customers
C1002148,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,1093.34,No,19.52,1061.2,2,1,0,3,49m+,0,Budget Customers
C1002149,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.49,906.99,No,90.7,864.9,4,1,0,1,7-24m,2,Budget Customers
C1002150,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,54.75,259.5,No,51.9,273.75,2,1,0,1,0-6m,2,Budget Customers
C1002151,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.66,1571.78,No,62.87,1566.5,4,0,0,3,25-48m,1,High-Risk Customers
C1002152,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.12,1420.31,Yes,78.91,1406.16,3,0,0,3,7-24m,1,High-Risk Customers
C1002153,Female,1,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.67,2810.16,No,63.87,2801.48,4,1,1,3,25-48m,4,Loyal Premium Customers
C1002154,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.38,943.26,No,24.82,926.44,1,1,0,2,25-48m,0,Budget Customers
C1002155,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.65,5022.44,No,74.96,5001.55,3,1,0,1,49m+,3,Budget Customers
C1002156,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,87.44,4873.7,No,87.03,4896.64,4,1,0,1,49m+,3,Budget Customers
C1002157,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.75,848.87,No,84.89,867.5,5,1,0,3,7-24m,1,High-Risk Customers
C1002158,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1110.8,No,18.21,1098.0,1,0,0,3,49m+,0,Budget Customers
C1002159,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),82.4,4584.62,Yes,81.87,4614.4,2,1,1,2,49m+,3,Budget Customers
C1002160,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.8,1568.93,No,58.11,1587.6,5,1,0,3,25-48m,1,High-Risk Customers
C1002161,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),74.23,301.58,No,75.4,296.92,6,1,1,2,0-6m,2,Budget Customers
C1002162,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.4,4454.04,Yes,78.14,4468.8,4,1,0,3,49m+,4,Loyal Premium Customers
C1002163,Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,64.87,918.82,No,65.63,908.18,3,1,0,2,7-24m,2,Budget Customers
C1002164,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.49,1218.77,Yes,76.17,1239.84,4,0,1,3,7-24m,1,High-Risk Customers
C1002165,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.89,740.8,No,21.79,812.26,1,0,1,3,25-48m,0,Budget Customers
C1002166,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.99,290.73,No,48.46,281.94,1,1,0,3,0-6m,0,Budget Customers
C1002167,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,75.51,2187.6,No,75.43,2189.79,4,1,1,1,25-48m,2,Budget Customers
C1002168,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,70.4,1304.89,No,72.49,1267.2,3,0,0,1,7-24m,2,Budget Customers
C1002169,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,65.51,185.33,No,61.78,196.53,3,1,0,1,0-6m,2,Budget Customers
C1002170,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.58,3225.16,No,49.62,3222.7,2,1,0,2,49m+,3,Budget Customers
C1002171,Female,1,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.24,1227.47,Yes,64.6,1239.56,5,1,0,3,7-24m,1,High-Risk Customers
C1002172,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.16,2052.0,No,52.62,2073.24,2,0,1,3,25-48m,1,High-Risk Customers
C1002173,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.32,1066.37,No,18.07,1080.88,2,1,0,2,49m+,0,Budget Customers
C1002174,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.93,2733.07,Yes,78.09,2762.55,2,1,1,3,25-48m,1,High-Risk Customers
C1002175,Female,1,No,Yes,21,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,81.43,1713.73,No,81.61,1710.03,5,1,0,2,7-24m,2,Budget Customers
C1002176,Male,1,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.3,3637.27,No,67.36,3634.2,4,1,1,3,49m+,4,Loyal Premium Customers
C1002177,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.28,935.01,No,18.7,964.0,2,1,1,3,49m+,0,Budget Customers
C1002178,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),60.59,25.16,No,25.16,0.0,4,0,1,2,0-6m,2,Budget Customers
C1002179,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.21,3648.47,No,61.84,3670.39,4,0,1,1,49m+,3,Budget Customers
C1002180,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.85,182.05,No,22.76,182.8,1,1,1,3,7-24m,0,Budget Customers
C1002181,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.52,4239.37,No,79.99,4214.56,5,0,0,3,49m+,4,Loyal Premium Customers
C1002182,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),54.33,418.92,No,59.85,380.31,2,1,0,2,7-24m,2,Budget Customers
C1002183,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.9,240.54,Yes,60.14,311.6,2,1,1,3,0-6m,1,High-Risk Customers
C1002184,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),88.6,734.57,No,91.82,708.8,6,1,0,2,7-24m,2,Budget Customers
C1002185,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),85.18,4606.79,No,85.31,4599.72,5,1,0,1,49m+,3,Budget Customers
C1002186,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.71,2281.75,No,69.14,2267.43,4,1,1,3,25-48m,1,High-Risk Customers
C1002187,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.21,854.19,No,19.86,869.03,2,1,1,3,25-48m,0,Budget Customers
C1002188,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.87,1438.35,Yes,71.92,1417.4,4,1,0,3,7-24m,1,High-Risk Customers
C1002189,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.63,468.44,Yes,58.56,437.04,1,1,1,3,7-24m,1,High-Risk Customers
C1002190,Male,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.82,5250.5,No,92.11,5233.74,5,0,1,3,49m+,4,Loyal Premium Customers
C1002191,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.73,4148.73,No,69.15,4123.8,3,1,1,3,49m+,4,Loyal Premium Customers
C1002192,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.68,1500.5,No,24.6,1444.48,1,1,0,3,49m+,0,Budget Customers
C1002193,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.55,267.62,Yes,66.9,226.2,4,1,1,3,0-6m,1,High-Risk Customers
C1002194,Female,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,58.54,3901.87,No,58.24,3922.18,2,1,0,2,49m+,3,Budget Customers
C1002195,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,74.59,2929.66,No,75.12,2909.01,3,0,0,1,25-48m,3,Budget Customers
C1002196,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,77.36,1115.77,No,79.7,1083.04,7,1,0,1,7-24m,2,Budget Customers
C1002197,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.99,792.73,Yes,56.62,783.86,2,1,0,3,7-24m,1,High-Risk Customers
C1002198,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,81.0,2934.97,No,81.53,2916.0,4,1,0,2,25-48m,3,Budget Customers
C1002199,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.22,3703.11,No,84.16,3749.68,4,1,0,3,25-48m,4,Loyal Premium Customers
C1002200,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,86.21,256.4,Yes,85.47,258.63,3,1,0,2,0-6m,2,Budget Customers
C1002201,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.77,3511.1,Yes,97.53,3519.72,6,1,1,3,25-48m,4,Loyal Premium Customers
C1002202,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.83,1395.78,No,82.1,1425.11,4,1,1,3,7-24m,1,High-Risk Customers
C1002203,Male,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.12,1644.5,No,24.54,1616.04,1,0,0,3,49m+,0,Budget Customers
C1002204,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),73.75,3208.68,No,72.92,3245.0,3,1,0,1,25-48m,3,Budget Customers
C1002205,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.36,2332.1,Yes,86.37,2304.72,2,1,1,3,25-48m,1,High-Risk Customers
C1002206,Male,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.1,718.01,No,23.93,723.0,1,1,0,1,25-48m,0,Budget Customers
C1002207,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.73,4409.38,No,72.28,4375.53,5,1,1,3,49m+,4,Loyal Premium Customers
C1002208,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,87.95,4408.7,No,88.17,4397.5,5,1,0,2,49m+,3,Budget Customers
C1002209,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.93,2326.04,No,83.07,2322.04,5,1,1,3,25-48m,1,High-Risk Customers
C1002210,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),89.71,5470.77,No,89.68,5472.31,5,1,0,2,49m+,3,Budget Customers
