customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1002085,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.53,606.63,No
C1002086,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.23,4896.63,No
C1002087,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,67.2,613.62,No
C1002088,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.06,1493.9,Yes
C1002089,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.83,426.98,Yes
C1002090,Female,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.0,315.29,No
C1002091,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,650.66,No
C1002092,Female,0,No,Yes,70,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.83,4126.48,No
C1002093,Male,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.1,1911.57,Yes
C1002094,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,956.67,Yes
C1002095,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.75,3451.0,No
C1002096,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.18,3375.3,Yes
C1002097,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.93,2980.16,No
C1002098,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,87.01,4692.57,No
C1002099,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,970.24,No
C1002100,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),76.25,3713.76,Yes
C1002101,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.5,2711.73,No
C1002102,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.92,451.71,No
C1002103,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,740.96,Yes
C1002104,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.46,2618.93,No
C1002105,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,71.52,1709.07,No
C1002106,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.19,521.62,No
C1002107,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.95,1025.36,No
C1002108,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,64.86,601.4,No
C1002109,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),57.44,3002.84,No
C1002110,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.26,1396.41,No
C1002111,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.72,755.58,No
C1002112,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.49,116.4,Yes
C1002113,Female,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),62.57,1167.82,No
C1002114,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.37,113.56,Yes
C1002115,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,80.53,2681.08,No
C1002116,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.22,1217.19,Yes
C1002117,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.19,3433.76,No
C1002118,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.21,1395.21,No
C1002119,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,58.66,1833.68,No
C1002120,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.9,1350.68,No
C1002121,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,74.24,2399.6,No
C1002122,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.58,615.03,No
C1002123,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.31,1303.01,No
C1002124,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,56.62,1574.39,No
C1002125,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.9,4960.11,No
C1002126,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,87.32,4657.0,No
C1002127,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.72,5230.56,No
C1002128,Male,1,Yes,No,47,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,74.39,3553.92,Yes
C1002129,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.88,990.07,No
C1002130,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,301.58,No
C1002131,Female,0,No,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),50.97,981.47,No
C1002132,Female,0,No,No,24,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.82,1571.64,No
C1002133,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.78,1438.33,Yes
C1002134,Male,1,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.79,1159.8,No
C1002135,Female,0,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,59.18,3745.19,No
C1002136,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,86.58,203.46,No
C1002137,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,73.53,3283.32,No
C1002138,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.27,1121.2,No
C1002139,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),49.69,1560.06,No
C1002140,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.74,1473.92,Yes
C1002141,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,55.97,1727.92,No
C1002142,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.82,4721.57,No
C1002143,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,71.83,4756.21,No
C1002144,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.96,4248.14,No
C1002145,Male,1,No,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.73,2163.72,No
C1002146,Male,0,Yes,No,47,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,60.12,2796.08,No
C1002147,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,51.68,2550.74,No
C1002148,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,1093.34,No
C1002149,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.49,906.99,No
C1002150,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,54.75,259.5,No
C1002151,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.66,1571.78,No
C1002152,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.12,1420.31,Yes
C1002153,Female,1,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.67,2810.16,No
C1002154,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.38,943.26,No
C1002155,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.65,5022.44,No
C1002156,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,87.44,4873.7,No
C1002157,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.75,848.87,No
C1002158,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1110.8,No
C1002159,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),82.4,4584.62,Yes
C1002160,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.8,1568.93,No
C1002161,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),74.23,301.58,No
C1002162,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.4,4454.04,Yes
C1002163,Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,64.87,918.82,No
C1002164,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.49,1218.77,Yes
C1002165,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.89,740.8,No
C1002166,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.99,290.73,No
C1002167,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,75.51,2187.6,No
C1002168,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,70.4,1304.89,No
C1002169,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,65.51,185.33,No
C1002170,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.58,3225.16,No
C1002171,Female,1,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.24,1227.47,Yes
C1002172,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.16,2052.0,No
C1002173,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.32,1066.37,No
C1002174,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.93,2733.07,Yes
C1002175,Female,1,No,Yes,21,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,81.43,1713.73,No
C1002176,Male,1,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.3,3637.27,No
C1002177,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.28,935.01,No
C1002178,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),60.59,25.16,No
C1002179,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.21,3648.47,No
C1002180,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.85,182.05,No
C1002181,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.52,4239.37,No
C1002182,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),54.33,418.92,No
C1002183,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.9,240.54,Yes
C1002184,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),88.6,734.57,No
C1002185,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),85.18,4606.79,No
C1002186,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.71,2281.75,No
C1002187,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.21,854.19,No
C1002188,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.87,1438.35,Yes
C1002189,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.63,468.44,Yes
C1002190,Male,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.82,5250.5,No
C1002191,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.73,4148.73,No
C1002192,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.68,1500.5,No
C1002193,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.55,267.62,Yes
C1002194,Female,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,58.54,3901.87,No
C1002195,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,74.59,2929.66,No
C1002196,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,77.36,1115.77,No
C1002197,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.99,792.73,Yes
C1002198,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,81.0,2934.97,No
C1002199,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.22,3703.11,No
C1002200,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,86.21,256.4,Yes
C1002201,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.77,3511.1,Yes
C1002202,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.83,1395.78,No
C1002203,Male,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.12,1644.5,No
C1002204,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),73.75,3208.68,No
C1002205,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.36,2332.1,Yes
C1002206,Male,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.1,718.01,No
C1002207,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.73,4409.38,No
C1002208,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,87.95,4408.7,No
C1002209,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.93,2326.04,No
C1002210,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),89.71,5470.77,No
C1002211,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.39,3423.32,No
C1002212,Female,0,Yes,No,4,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.1,266.88,Yes
C1002213,Male,1,Yes,Yes,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,78.31,3540.11,No
C1002214,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.77,5618.94,No
C1002215,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.22,1292.59,No
C1002216,Male,1,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),63.9,188.62,No
C1002217,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.95,1431.28,No
C1002218,Male,0,No,No,71,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,50.01,3526.58,No
C1002219,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),74.3,786.92,No
C1002220,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.37,3838.62,No
C1002221,Male,1,No,No,55,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),76.17,4171.11,No
C1002222,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,70.89,No
C1002223,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.77,4771.7,No
C1002224,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.31,1526.74,No
C1002225,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,74.74,1497.29,No
C1002226,Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.68,1424.62,Yes
C1002227,Female,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,74.71,2680.24,No
C1002228,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.03,4067.35,No
C1002229,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.72,4120.34,No
C1002230,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.31,1473.06,No
C1002231,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.19,4606.25,No
C1002232,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,64.72,3921.77,No
C1002233,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.89,57.7,No
C1002234,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.24,1088.5,No
C1002235,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.07,75.8,No
C1002236,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1324.13,No
C1002237,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.09,2535.91,No
C1002238,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.08,1424.95,No
C1002239,Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.33,1940.62,No
C1002240,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.32,2841.04,No
C1002241,Female,1,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.21,5796.32,No
C1002242,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.12,5025.71,No
C1002243,Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.02,5082.66,No
C1002244,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,82.6,1205.14,No
C1002245,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,74.13,1043.9,No
C1002246,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.69,76.49,Yes
C1002247,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,86.4,2207.53,No
C1002248,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.31,2467.38,No
C1002249,Male,1,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.22,2339.15,Yes
C1002250,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.65,992.08,No
C1002251,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,79.35,4225.72,No
C1002252,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),50.04,2963.16,No
C1002253,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,57.66,2123.73,No
C1002254,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),78.12,1461.71,No
C1002255,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.25,2267.95,No
C1002256,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.01,1826.49,No
C1002257,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.22,3828.37,No
C1002258,Male,1,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,53.36,3528.45,No
C1002259,Female,1,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),73.34,2882.58,No
C1002260,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.11,3198.49,No
C1002261,Female,1,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.63,2348.56,Yes
C1002262,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.79,0.0,Yes
C1002263,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.97,3876.86,No
C1002264,Male,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.07,89.28,Yes
C1002265,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.5,959.87,No
C1002266,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),57.58,4142.1,No
C1002267,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.48,27.44,Yes
